La haine ne cesse jamais par la haine en ce monde. Seul l'amour met fin à la haine.,Bouddha,,warm,hate|love|peace|end,#bouddha|#amour|#bouddhisme|#citation|#haine|#paix|#sagesse|#quotes|#éveil,0,;
Enseigne ce que tu fais. Fais ce que tu enseignes.,Bouddha,,contemplative,consistency|practice|teaching|action,#bouddha|#bouddhisme|#cohérence|#citation|#sagesse|#pratique|#mindfulness|#quotes|#éveil,0,;
Sois une lumière pour toi-même.,Bouddha,,warm,light|self|guidance|inner,#bouddha|#lumière|#bouddhisme|#citation|#sagesse|#intérieur|#mindfulness|#quotes|#éveil,0,;
Mille bougies peuvent être allumées par une seule bougie. Le bonheur ne diminue pas lorsqu'on le partage.,Bouddha,,warm,sharing|happiness|candle|multiply,#bouddha|#bonheur|#bouddhisme|#citation|#partage|#sagesse|#lumière|#quotes|#générosité,0,;
Il vaut mieux bien vivre un seul jour que végéter cent ans.,Bouddha,,energetic,quality|life|one day|purpose,#bouddha|#bouddhisme|#vie|#citation|#qualité|#sagesse|#mindfulness|#quotes|#carpe diem,0,;
Le passé est mort. L'avenir n'est pas encore né. Seul le présent est vivant.,Bouddha,,calm,present|moment|now|life,#bouddha|#présent|#bouddhisme|#citation|#maintenant|#sagesse|#mindfulness|#quotes|#éveil,0,;
Ne crois rien, quel que soit l'endroit où tu l'as lu ou qui l'a dit, à moins que cela ne concorde avec ta propre raison.,Bouddha,,contemplative,reason|belief|truth|critical,#bouddha|#bouddhisme|#vérité|#citation|#raison|#sagesse|#pensée|#quotes|#éveil,0,;
En méditant sur la mort, la vie devient précieuse.,Bouddha,,melancholic,death|life|meditation|precious,#bouddha|#bouddhisme|#mort|#citation|#vie|#sagesse|#méditation|#quotes|#éveil,0,;
L'esprit est tout. Ce que tu penses, tu deviens.,Bouddha,,contemplative,mind|thought|becoming|self,#bouddha|#esprit|#bouddhisme|#citation|#pensée|#sagesse|#mindfulness|#quotes|#éveil,0,;
L'attachement est la racine de toute souffrance.,Bouddha,,contemplative,attachment|suffering|letting go|freedom,#bouddha|#bouddhisme|#attachement|#citation|#souffrance|#sagesse|#lâcherprise|#quotes|#éveil,0,;
Le sage loue celui qui mérite d'être loué. Le sot loue n'importe qui.,Bouddha,,contemplative,wisdom|praise|discernment|sage,#bouddha|#sagesse|#bouddhisme|#citation|#discernement|#louer|#mindfulness|#quotes|#éveil,0,;
Garde la voie du milieu. Ni trop, ni trop peu.,Bouddha,,calm,balance|middle way|moderation|peace,#bouddha|#voie|#bouddhisme|#citation|#équilibre|#sagesse|#modération|#quotes|#éveil,0,;
La compassion n'est pas une question de pitié. C'est une force.,Bouddha,,warm,compassion|strength|force|heart,#bouddha|#compassion|#bouddhisme|#citation|#force|#sagesse|#amour|#quotes|#éveil,0,;
Ne force jamais. Laisse venir ce qui doit venir.,Bouddha,,calm,flow|allowing|nature|peace,#bouddha|#bouddhisme|#lâcherprise|#citation|#fluidité|#sagesse|#paix|#quotes|#éveil,0,;
Rien n'est permanent. Qui comprend cela se retrouve dans la paix.,Bouddha,,calm,impermanence|peace|understanding|flow,#bouddha|#bouddhisme|#impermanence|#citation|#paix|#sagesse|#compréhension|#quotes|#éveil,0,;
La joie est un chemin, pas une destination.,Bouddha,,warm,joy|path|journey|being,#bouddha|#joie|#bouddhisme|#citation|#chemin|#sagesse|#mindfulness|#quotes|#éveil,0,;
Commence là où tu es. Utilise ce que tu as. Fais ce que tu peux.,Bouddha,,energetic,start|here|now|action,#bouddha|#bouddhisme|#action|#citation|#maintenant|#sagesse|#motivation|#quotes|#éveil,0,;
Il y a toujours de la lumière après les ténèbres si tu décides de marcher.,Bouddha,,warm,light|dark|walk|faith,#bouddha|#lumière|#bouddhisme|#citation|#foi|#sagesse|#espoir|#quotes|#éveil,0,;
Le seul vrai voyage de découverte ne consiste pas à chercher de nouveaux paysages, mais à avoir de nouveaux yeux.,Marcel Proust,,contemplative,voyage|vision|discover|self,#proust|#littérature|#voyage|#citation|#sagesse|#découverte|#quotes|#regard|#perspective,0,;
Les vrais paradis sont les paradis qu'on a perdus.,Marcel Proust,,melancholic,paradise|memory|lost|past,#proust|#mémoire|#littérature|#citation|#passé|#sagesse|#nostalgie|#quotes|#paradis,0,;
La mémoire est la présence de l'absence.,Marcel Proust,,melancholic,memory|absence|presence|past,#proust|#mémoire|#littérature|#citation|#passé|#sagesse|#nostalgie|#quotes|#temps,0,;
On ne souffre pas d'aimer. On souffre d'avoir aimé.,Marcel Proust,,melancholic,love|suffering|past|loss,#proust|#amour|#littérature|#citation|#souffrance|#sagesse|#nostalgie|#quotes|#passé,0,;
Longtemps, je me suis couché de bonne heure.,Marcel Proust,,melancholic,night|sleep|time|memory,#proust|#temps|#littérature|#citation|#sagesse|#mémoire|#nuit|#quotes|#incipit,0,;
L'amour est un espace et un temps mesurés par le cœur.,Marcel Proust,,warm,love|heart|space|time,#proust|#amour|#littérature|#citation|#cœur|#sagesse|#temps|#quotes|#espace,0,;
Il est impossible de s'habiller pour plaire à tous.,Marcel Proust,,contemplative,authenticity|style|self|identity,#proust|#authenticité|#littérature|#citation|#sagesse|#identité|#quotes|#soi|#style,0,;
La beauté des choses est relative à l'état dans lequel on se trouve.,Marcel Proust,,contemplative,beauty|state|relative|perception,#proust|#beauté|#littérature|#citation|#perception|#sagesse|#subjectif|#quotes|#regard,0,;
Le bonheur c'est l'exception, non la règle.,Marcel Proust,,melancholic,happiness|exception|life|truth,#proust|#bonheur|#littérature|#citation|#vie|#sagesse|#vérité|#quotes|#lucidité,0,;
On ne reçoit pas la sagesse : il faut la découvrir soi-même après un voyage que nul ne peut faire à notre place.,Marcel Proust,,contemplative,wisdom|discovery|journey|self,#proust|#sagesse|#voyage|#littérature|#citation|#découverte|#soi|#quotes|#apprentissage,0,;
Quand tu veux vraiment quelque chose, tout l'univers conspire à t'aider à l'obtenir.,Paulo Coelho,,warm,universe|wish|conspire|dream,#coelho|#alchimiste|#citation|#rêve|#sagesse|#univers|#motivation|#quotes|#positif,0,;
Le moment qui compte c'est maintenant.,Paulo Coelho,,calm,now|moment|present|life,#coelho|#présent|#citation|#sagesse|#maintenant|#mindfulness|#quotes|#vie|#motivation,0,;
Si tu travailles fort pour réaliser quelque chose, les étoiles s'alignent pour toi.,Paulo Coelho,,warm,stars|work|align|dream,#coelho|#étoiles|#citation|#rêve|#sagesse|#motivation|#quotes|#effort|#univers,0,;
Chaque jour est une nouvelle chance de changer ta vie.,Paulo Coelho,,energetic,day|change|new|chance,#coelho|#changement|#citation|#sagesse|#nouveau départ|#motivation|#quotes|#vie|#positif,0,;
Les guerriers de la lumière ne se taisent pas.,Paulo Coelho,,energetic,warrior|light|voice|courage,#coelho|#lumière|#citation|#courage|#sagesse|#voix|#motivation|#quotes|#force,0,;
Là où le cœur va, l'âme suit.,Paulo Coelho,,warm,heart|soul|follow|journey,#coelho|#cœur|#âme|#citation|#sagesse|#amour|#chemin|#quotes|#vie,0,;
L'amour véritable permet à chacun de rester lui-même tout en grandissant ensemble.,Paulo Coelho,,warm,love|freedom|growth|together,#coelho|#amour|#citation|#sagesse|#liberté|#croissance|#quotes|#relation|#humanité,0,;
Accepte ce que la vie t'offre et essaie de boire à toutes les coupes.,Paulo Coelho,,warm,acceptance|life|cups|experience,#coelho|#acceptation|#citation|#vie|#sagesse|#expérience|#quotes|#opportunité|#positif,0,;
La peur du danger est plus effrayante que le danger lui-même.,Paulo Coelho,,calm,fear|danger|illusion|courage,#coelho|#peur|#citation|#sagesse|#courage|#illusion|#quotes|#mindset|#danger,0,;
Cherche ton âme sœur dans le voyage, pas dans la destination.,Paulo Coelho,,warm,journey|soul mate|travel|together,#coelho|#voyage|#citation|#sagesse|#âme|#amour|#quotes|#chemin|#rencontre,0,;
La seule façon d'apprendre est par l'action.,Paulo Coelho,,energetic,action|learning|doing|experience,#coelho|#action|#citation|#apprentissage|#sagesse|#faire|#motivation|#quotes|#vie,0,;
Tu n'es jamais si perdu que tu ne puisses retrouver ton chemin.,Paulo Coelho,,warm,lost|path|hope|find,#coelho|#espoir|#citation|#sagesse|#chemin|#trouvé|#motivation|#quotes|#vie,0,;
La vraie loyauté est de demeurer fidèle à tes rêves.,Paulo Coelho,,energetic,loyalty|dream|faithful|purpose,#coelho|#rêve|#citation|#sagesse|#fidélité|#motivation|#quotes|#but|#vie,0,;
On apprend à marcher en tombant.,Paulo Coelho,,energetic,fall|learn|walk|growth,#coelho|#erreur|#citation|#apprentissage|#sagesse|#tomber|#motivation|#quotes|#croissance,0,;
Le meilleur chemin est celui que tu n'as pas encore tracé.,Paulo Coelho,,energetic,path|unknown|create|adventure,#coelho|#chemin|#citation|#sagesse|#aventure|#inconnu|#motivation|#quotes|#vie,0,;
Voyager, c'est vivre.,Hans Christian Andersen,,energetic,travel|live|world|adventure,#voyage|#travel|#citation|#sagesse|#aventure|#vie|#quotes|#exploration|#monde,0,;
L'important dans un voyage n'est pas de trouver, c'est de chercher.,Voltaire,,contemplative,search|journey|purpose|question,#voyage|#voltaire|#citation|#sagesse|#chercher|#quotes|#exploration|#découverte|#monde,0,;
Le voyage est la meilleure façon de se trouver soi-même en se perdant.,Anonyme,,contemplative,travel|discover|self|lost,#voyage|#découvertesoi|#citation|#sagesse|#perdre|#trouver|#quotes|#exploration|#soi,0,;
Partir, c'est toujours mourir un peu.,Edmond Haraucourt,,melancholic,leaving|death|departure|feeling,#voyage|#départ|#citation|#sagesse|#nostalgie|#quotes|#émotion|#partir|#monde,0,;
La route est longue mais la voie est libre.,Anonyme,,energetic,road|free|way|forward,#voyage|#liberté|#citation|#sagesse|#route|#chemin|#motivation|#quotes|#exploration,0,;
Errer, c'est n'être pas perdus.,Anonyme,,calm,wander|freedom|path|explore,#voyage|#errer|#citation|#sagesse|#liberté|#exploration|#quotes|#chemin|#monde,0,;
Voyager seul ouvre le cœur plus grand qu'accompagné.,Anonyme,,contemplative,solo travel|heart|open|discover,#voyage|#solitude|#citation|#cœur|#sagesse|#seul|#quotes|#exploration|#soi,0,;
La terre est un livre dont ceux qui ne voyagent pas ne lisent qu'une page.,Saint Augustin,,energetic,book|world|travel|pages,#voyage|#monde|#augustin|#citation|#sagesse|#exploration|#livre|#quotes|#découverte,0,;
Le voyage commence avant de partir.,Anonyme,,contemplative,journey|begin|mind|before,#voyage|#commencement|#citation|#sagesse|#esprit|#préparation|#quotes|#exploration|#soi,0,;
On ne revient jamais du même voyage.,Anonyme,,contemplative,return|change|travel|growth,#voyage|#transformation|#citation|#sagesse|#retour|#changement|#quotes|#exploration|#croissance,0,;
Les meilleures destinations sont celles qu'on ne cherchait pas.,Anonyme,,warm,discovery|unexpected|destination|adventure,#voyage|#inattendu|#citation|#sagesse|#découverte|#aventure|#quotes|#exploration|#monde,0,;
Voyager, c'est apprendre à se désapprendre.,Anonyme,,contemplative,unlearn|travel|open|growth,#voyage|#apprentissage|#citation|#sagesse|#ouverture|#quotes|#exploration|#soi|#désapprendre,0,;
Prends le chemin le moins fréquenté. Il fait toute la différence.,Robert Frost,,energetic,road|less taken|choice|difference,#voyage|#chemin|#frost|#citation|#sagesse|#choix|#différence|#quotes|#exploration,0,;
L'aventure est une façon de voir le monde différemment.,Anonyme,,energetic,adventure|world|perspective|different,#voyage|#aventure|#citation|#sagesse|#perspective|#monde|#quotes|#exploration|#vie,0,;
En voyage, le corps est toujours là où l'esprit veut aller.,Anonyme,,contemplative,body|mind|soul|travel,#voyage|#esprit|#citation|#sagesse|#corps|#âme|#quotes|#exploration|#liberté,0,;
Tout part d'un premier pas hors de chez soi.,Anonyme,,energetic,first step|home|outside|adventure,#voyage|#premier pas|#citation|#sagesse|#départ|#aventure|#motivation|#quotes|#exploration,0,;
Les voyages sont des maîtres sans diplômes.,Anonyme,,warm,travel|master|learn|experience,#voyage|#apprentissage|#citation|#sagesse|#expérience|#maître|#quotes|#exploration|#vie,0,;
Cherche à comprendre avant de chercher à être compris. Puis voyage.,Anonyme,,contemplative,understand|travel|wisdom|journey,#voyage|#compréhension|#citation|#sagesse|#empathie|#quotes|#exploration|#soi|#monde,0,;
Perdre son chemin c'est parfois trouver sa route.,Anonyme,,warm,lost|find|path|discovery,#voyage|#chemin|#citation|#sagesse|#découverte|#perdre|#quotes|#exploration|#soi,0,;
Si tu veux savoir qui tu es vraiment, voyage seul.,Anonyme,,contemplative,solo|truth|self|discovery,#voyage|#découvertesoi|#solitude|#citation|#sagesse|#identité|#quotes|#exploration|#vérité,0,;
L'amour n'est pas regarder l'autre en face, mais regarder ensemble dans la même direction.,Antoine de Saint-Exupéry,,warm,love|together|direction|heart,#amour|#saintexupery|#citation|#sagesse|#couple|#relation|#quotes|#cœur|#ensemble,0,;
L'amour est la seule force capable de transformer un ennemi en ami.,Martin Luther King,,warm,love|transform|enemy|friend,#amour|#mlk|#citation|#sagesse|#force|#transformation|#quotes|#humanité|#paix,0,;
Aimer sans condition est le plus grand défi de l'être humain.,Anonyme,,warm,unconditional|love|challenge|human,#amour|#inconditionnel|#citation|#sagesse|#défi|#humanité|#quotes|#relation|#cœur,0,;
Le vrai amour ne rend pas jaloux. Il rend libre.,Anonyme,,warm,love|freedom|jealousy|true,#amour|#liberté|#citation|#sagesse|#jalousie|#vrai|#quotes|#relation|#cœur,0,;
Tomber amoureux c'est faire confiance à quelqu'un qui peut tout détruire.,Anonyme,,melancholic,fall in love|trust|vulnerability|heart,#amour|#confiance|#citation|#sagesse|#vulnérabilité|#tomber|#quotes|#relation|#cœur,0,;
Aime quelqu'un non pas pour ce qu'il est, mais pour ce qu'il te rend.,Anonyme,,warm,love|what you become|heart|growth,#amour|#relation|#citation|#sagesse|#devenir|#grandir|#quotes|#cœur|#sentiment,0,;
L'amour patient supporte tout.,Saint Paul,,warm,patience|love|endure|heart,#amour|#patience|#citation|#sagesse|#foi|#chrétienté|#quotes|#relation|#cœur,0,;
Deux âmes n'ont qu'une seule pensée. Deux cœurs n'ont qu'un seul battement.,Friedrich Halm,,warm,souls|hearts|one|together,#amour|#âmes|#citation|#sagesse|#union|#cœur|#quotes|#relation|#sentiment,0,;
L'amour ne demande pas d'être compris, il demande à être ressenti.,Anonyme,,warm,feeling|love|understand|heart,#amour|#ressentir|#citation|#sagesse|#sentiment|#cœur|#quotes|#relation|#humanité,0,;
Il suffit d'un instant pour tomber amoureux, d'une vie pour l'oublier.,Anonyme,,melancholic,instant|lifetime|forget|love,#amour|#instant|#citation|#sagesse|#oubli|#vie|#quotes|#relation|#nostalgie,0,;
Le cœur a ses raisons que la raison ne connaît point.,Blaise Pascal,,warm,heart|reason|love|mystery,#amour|#pascal|#citation|#sagesse|#cœur|#raison|#quotes|#mystère|#sentiment,0,;
L'amour, c'est vouloir le bien de l'autre avant le sien.,Thomas d'Aquin,,warm,love|other|care|sacrifice,#amour|#thomasdaquin|#citation|#sagesse|#altruisme|#bien|#quotes|#relation|#cœur,0,;
Aimer c'est agir.,Victor Hugo,,energetic,love|action|doing|heart,#amour|#victorhugo|#citation|#sagesse|#action|#sentiment|#quotes|#relation|#cœur,0,;
On aime vraiment que ce qu'on ne possède pas complètement.,Marcel Proust,,melancholic,love|possess|desire|longing,#amour|#proust|#citation|#sagesse|#désir|#possession|#quotes|#relation|#sentiment,0,;
Le plus profond besoin humain est celui d'être aimé sans condition.,Anonyme,,warm,love|unconditional|need|human,#amour|#besoin|#citation|#sagesse|#inconditionnel|#humanité|#quotes|#relation|#cœur,0,;
Être aimé de quelqu'un nous donne une force. Aimer quelqu'un nous donne du courage.,Lao Tseu,,warm,love|strength|courage|heart,#amour|#laotzu|#citation|#sagesse|#force|#courage|#quotes|#relation|#cœur,0,;
Le manque d'amour fait plus de dégâts que le manque de pain.,Mère Teresa,,warm,love|lack|damage|heart,#amour|#mereteresa|#citation|#sagesse|#manque|#humanité|#quotes|#relation|#cœur,0,;
Choisir d'aimer est le seul acte de liberté absolue.,Anonyme,,warm,love|choose|freedom|act,#amour|#liberté|#citation|#sagesse|#choisir|#libre|#quotes|#relation|#cœur,0,;
L'amour n'est pas une passion, c'est une décision.,Anonyme,,contemplative,love|decision|commitment|choice,#amour|#décision|#citation|#sagesse|#engagement|#choix|#quotes|#relation|#cœur,0,;
Aimer ce n'est pas trouver la perfection, c'est apprendre à voir la beauté dans l'imperfection.,Anonyme,,warm,love|imperfection|beauty|accept,#amour|#imperfection|#citation|#sagesse|#beauté|#acceptation|#quotes|#relation|#cœur,0,;
La vie n'a de sens que celui qu'on lui donne.,Jean-Paul Sartre,,contemplative,meaning|life|choice|create,#sartre|#existentialisme|#citation|#sagesse|#vie|#sens|#philosophie|#quotes|#liberté,0,;
Vivre, c'est avoir quelque chose à défendre.,Anonyme,,energetic,defend|purpose|values|life,#vie|#but|#citation|#sagesse|#valeurs|#défendre|#motivation|#quotes|#sens,0,;
Ce n'est pas la longueur de la vie qui compte, mais sa profondeur.,Ralph Waldo Emerson,,contemplative,depth|length|meaning|quality,#emerson|#vie|#citation|#sagesse|#profondeur|#qualité|#philosophie|#quotes|#sens,0,;
Le sens de la vie est de trouver son don. Le but de la vie est de le donner.,Pablo Picasso,,warm,gift|purpose|give|meaning,#picasso|#vie|#citation|#sagesse|#don|#purpose|#quotes|#sens|#partage,0,;
L'homme est condamné à être libre.,Jean-Paul Sartre,,contemplative,freedom|condemned|choice|responsibility,#sartre|#existentialisme|#liberté|#citation|#sagesse|#choix|#philosophie|#quotes|#responsabilité,0,;
